"Type","Consumed","ShortType","Vintage","Color","Category","Varietal","Country"
"Red","26.7.2017","Drank","2014","Red","Dry","Red Bordeaux Blend","South Africa"
"Red","24.7.2017","Drank","2014","Red","Dry","Primitivo","Italy"
"Red","22.7.2017","Drank","2010","Red","Dry","Nebbiolo","Italy"
"Ros�","20.7.2017","Drank","2016","Ros�","Dry","Grenache Blend","France"
"Red","18.7.2017","Drank","2015","Red","Dry","Nebbiolo","Italy"
"Red","17.7.2017","Drank","2011","Red","Dry","Pinot Noir","Chile"
"Red","14.7.2017","Drank","2013","Red","Dry","Nebbiolo","Italy"
"Red","13.7.2017","Drank","2011","Red","Dry","Sangiovese Blend","Italy"
"White","13.7.2017","Drank","2012","White","Dry","White Blend","Croatia"
"Red","10.7.2017","Drank","2014","Red","Dry","Nero d'Avola","Italy"
"Red","9.7.2017","Drank","2015","Red","Dry","Nebbiolo","Italy"
"Red","29.6.2017","Drank","2012","Red","Dry","Red Rhone Blend","France"
"Red","28.6.2017","Drank","2014","Red","Dry","Primitivo","Italy"
"Red","27.6.2017","Drank","2012","Red","Dry","Nebbiolo","Italy"
"Red","26.6.2017","Drank","2014","Red","Dry","Malbec Blend","Argentina"
"Red","16.6.2017","Drank","2013","Red","Dry","Zinfandel","USA"
"Red","15.6.2017","Drank","2013","Red","Dry","Pinot Noir","New Zealand"
"Red","11.6.2017","Drank","2014","Red","Dry","Red Bordeaux Blend","France"
"Red","10.6.2017","Drank","2012","Red","Dry","Sangiovese Blend","Italy"
"Red","8.6.2017","Drank","2013","Red","Dry","Sangiovese","Italy"
"Red","7.6.2017","Drank","2015","Red","Dry","Gamay","France"
"Red","6.6.2017","Drank","2014","Red","Dry","Sangiovese","Italy"
"Red","5.6.2017","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"Red","3.6.2017","Drank","2014","Red","Dry","Red Bordeaux Blend","France"
"Red","2.6.2017","Drank","2015","Red","Dry","Red Rhone Blend","France"
"Red","1.6.2017","Drank","2013","Red","Dry","Sangiovese","Italy"
"Red","29.5.2017","Drank","2015","Red","Dry","Nebbiolo","Italy"
"Red","24.5.2017","Drank","2012","Red","Dry","Sangiovese","Italy"
"Red","23.5.2017","Drank","2012","Red","Dry","Sangiovese Blend","Italy"
"Red","22.5.2017","Drank","2012","Red","Dry","Corvina Blend","Italy"
"Red - Fortified","20.5.2017","Drank","1001","Red","Fortified","Port Blend","Portugal"
"Red","20.5.2017","Drank","2014","Red","Dry","Grenache Blend","France"
"Red","19.5.2017","Drank","2012","Red","Dry","Sangiovese","Italy"
"Red","16.5.2017","Drank","2013","Red","Dry","Sp�tburgunder","Germany"
"Red","13.5.2017","Drank","2014","Red","Dry","Zinfandel","USA"
"Red","11.5.2017","Drank","2013","Red","Dry","Nero d'Avola","Italy"
"White","10.5.2017","Drank","2015","White","Dry","Chardonnay","France"
"Red","7.5.2017","Drank","2011","Red","Dry","Sangiovese Blend","Italy"
"Red","5.5.2017","Drank","2012","Red","Dry","Red Rhone Blend","France"
"White","2.5.2017","Drank","2014","White","Dry","Sauvignon Blanc","New Zealand"
"Red","30.4.2017","Drank","2014","Red","Dry","Red Bordeaux Blend","France"
"Red","30.4.2017","Drank","2013","Red","Dry","Zinfandel","USA"
"Red","28.4.2017","Drank","2013","Red","Dry","Sangiovese","Italy"
"White","27.4.2017","Drank","2014","White","Dry","Arneis","Italy"
"Red","26.4.2017","Drank","2013","Red","Dry","Sp�tburgunder","Germany"
"Red","24.4.2017","Drank","2013","Red","Dry","Red Rhone Blend","France"
"Red","23.4.2017","Drank","2013","Red","Dry","Nebbiolo","Italy"
"Red","22.4.2017","Drank","2014","Red","Dry","Sangiovese","Italy"
"White - Sparkling","19.4.2017","Drank","1001","White","Sparkling","Chardonnay","France"
"White - Sparkling","19.4.2017","Drank","1001","White","Sparkling","Chardonnay","France"
"White - Sparkling","19.4.2017","Drank","1001","White","Sparkling","Chardonnay","France"
"White - Sparkling","19.4.2017","Drank","1001","White","Sparkling","Chardonnay","France"
"Red","19.4.2017","Drank","2015","Red","Dry","Red Bordeaux Blend","France"
"White - Sparkling","19.4.2017","Drank","1001","White","Sparkling","Chardonnay","France"
"White - Sparkling","19.4.2017","Drank","1001","White","Sparkling","Pinot Noir","France"
"Red","17.4.2017","Drank","2013","Red","Dry","Red Rhone Blend","France"
"Red","16.4.2017","Drank","2012","Red","Dry","Red Bordeaux Blend","France"
"Red","16.4.2017","Drank","2010","Red","Dry","Red Rhone Blend","France"
"Red","16.4.2017","Drank","2010","Red","Dry","Red Rhone Blend","France"
"Red","15.4.2017","Drank","2012","Red","Dry","Red Bordeaux Blend","France"
"Red","15.4.2017","Drank","2012","Red","Dry","Red Bordeaux Blend","France"
"Red","14.4.2017","Drank","2012","Red","Dry","Sangiovese","Italy"
"White - Sparkling","13.4.2017","Drank","2015","White","Sparkling","Moscato","Italy"
"White - Sparkling","13.4.2017","Drank","1001","White","Sparkling","Champagne Blend","France"
"Red","13.4.2017","Drank","2009","Red","Dry","Red Bordeaux Blend","France"
"Red","10.4.2017","Drank","2013","Red","Dry","Nebbiolo","Italy"
"Red","9.4.2017","Drank","2010","Red","Dry","Corvina","Italy"
"Red","5.4.2017","Drank","2012","Red","Dry","Malbec Blend","Argentina"
"Red","4.4.2017","Drank","2015","Red","Dry","Red Rhone Blend","France"
"Red","3.4.2017","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"Red","2.4.2017","Drank","2015","Red","Dry","Red Bordeaux Blend","France"
"Red","1.4.2017","Drank","2012","Red","Dry","Red Bordeaux Blend","France"
"Red","31.3.2017","Drank","2014","Red","Dry","SuperTuscan Blend","Italy"
"White","30.3.2017","Drank","2015","White","Dry","Pinot Grigio","Italy"
"Red","28.3.2017","Drank","2013","Red","Dry","SuperTuscan Blend","Italy"
"Red","27.3.2017","Drank","2015","Red","Dry","Grenache Blend","France"
"Red","26.3.2017","Drank","2015","Red","Dry","Gamay","France"
"Red","21.3.2017","Drank","2014","Red","Dry","Sangiovese Blend","Italy"
"Red","20.3.2017","Drank","2013","Red","Dry","Pinot Nero","Italy"
"Red","18.3.2017","Drank","2012","Red","Dry","Nebbiolo","Italy"
"Red","17.3.2017","Drank","2014","Red","Dry","Corvina Blend","Italy"
"Red","16.3.2017","Drank","2015","Red","Dry","Red Rhone Blend","France"
"Red","15.3.2017","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"Red","13.3.2017","Drank","2015","Red","Dry","Red Rhone Blend","France"
"Red","12.3.2017","Drank","2015","Red","Dry","Pinot Noir","Chile"
"White - Sparkling","11.3.2017","Drank","1001","White","Sparkling","Pinot Noir","France"
"Red","11.3.2017","Drank","2005","Red","Dry","Nebbiolo","Italy"
"Red","10.3.2017","Drank","2014","Red","Dry","Red Bordeaux Blend","France"
"Red","9.3.2017","Drank","2013","Red","Dry","Nebbiolo","Italy"
"White","6.3.2017","Drank","2014","White","Dry","Chardonnay","France"
"Red","5.3.2017","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"Red","4.3.2017","Drank","2013","Red","Dry","Sangiovese","Italy"
"White - Sparkling","3.3.2017","Drank","1001","White","Sparkling","Pinot Noir","France"
"Red","3.3.2017","Drank","2012","Red","Dry","Red Rhone Blend","France"
"Red","2.3.2017","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"White","1.3.2017","Drank","2015","White","Dry","Garganega","Italy"
"Red","28.2.2017","Drank","2011","Red","Dry","Red Bordeaux Blend","Bulgaria"
"Red","27.2.2017","Drank","2010","Red","Dry","Red Bordeaux Blend","France"
"White - Sparkling","25.2.2017","Drank","2015","White","Sparkling","Moscato","Italy"
"Red","25.2.2017","Drank","2012","Red","Dry","Barbera","Italy"
"White - Sparkling","25.2.2017","Drank","1001","White","Sparkling","Champagne Blend","France"
"Red","24.2.2017","Drank","2010","Red","Dry","Red Rhone Blend","France"
"Red","24.2.2017","Drank","2012","Red","Dry","Grenache Blend","Spain"
"White - Sparkling","18.2.2017","Drank","1001","White","Sparkling","Chardonnay","France"
"Red","14.2.2017","Drank","2013","Red","Dry","SuperTuscan Blend","Italy"
"White","13.2.2017","Drank","2013","White","Dry","Sauvignon Blanc","France"
"Red","11.2.2017","Drank","2012","Red","Dry","Nebbiolo","Italy"
"Red","10.2.2017","Drank","2011","Red","Dry","Red Rhone Blend","France"
"Red","10.2.2017","Drank","2012","Red","Dry","Red Bordeaux Blend","France"
"White","8.2.2017","Drank","2015","White","Dry","Vermentino","Italy"
"Red","7.2.2017","Drank","2013","Red","Dry","Syrah","France"
"Red","6.2.2017","Drank","2015","Red","Dry","Merlot","France"
"Red","5.2.2017","Drank","2012","Red","Dry","Sangiovese Blend","Italy"
"Red","3.2.2017","Drank","2014","Red","Dry","Red Bordeaux Blend","France"
"Red","1.2.2017","Drank","2015","Red","Dry","Nebbiolo","Italy"
"Red","31.1.2017","Drank","2013","Red","Dry","Nero d'Avola","Italy"
"Red","30.1.2017","Drank","2014","Red","Dry","Sangiovese Blend","Italy"
"Red","29.1.2017","Gifted","2013","Red","Dry","Syrah","France"
"Red","27.1.2017","Drank","2010","Red","Dry","Tempranillo Blend","Spain"
"White - Sparkling","27.1.2017","Drank","1001","White","Sparkling","Chardonnay","France"
"Red","8.1.2017","Drank","2014","Red","Dry","Nebbiolo","Italy"
"Red","7.1.2017","Drank","2001","Red","Dry","Sangiovese","Italy"
"Red","7.1.2017","Drank","2014","Red","Dry","Pinot Noir","New Zealand"
"Red","6.1.2017","Drank","2014","Red","Dry","SuperTuscan Blend","Italy"
"Red","5.1.2017","Drank","2013","Red","Dry","Red Bordeaux Blend","South Africa"
"Red","4.1.2017","Drank","2010","Red","Dry","Red Bordeaux Blend","France"
"Red","3.1.2017","Drank","2011","Red","Dry","Nebbiolo","Italy"
"Red","21.12.2016","Drank","2012","Red","Dry","Red Rhone Blend","France"
"Red","18.12.2016","Drank","2014","Red","Dry","Pinot Noir","New Zealand"
"Red","17.12.2016","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"White - Sweet/Dessert","16.12.2016","Drank","2014","White","Sweet/Dessert","Torront�s","Argentina"
"Red","16.12.2016","Drank","2010","Red","Dry","Red Rhone Blend","France"
"Red","13.12.2016","Drank","2014","Red","Dry","Shiraz","Australia"
"Red","12.12.2016","Drank","2012","Red","Dry","Red Rhone Blend","France"
"Red","11.12.2016","Drank","2012","Red","Dry","Sangiovese","Italy"
"Red","10.12.2016","Drank","2014","Red","Dry","Nero d'Avola","Italy"
"Red","9.12.2016","Drank","2009","Red","Dry","Sangiovese","Italy"
"Red","8.12.2016","Drank","2012","Red","Dry","Grenache Blend","Spain"
"White","7.12.2016","Drank","2012","White","Dry","Chardonnay","France"
"Red","6.12.2016","Drank","2014","Red","Dry","Pinot Noir","France"
"Red","27.11.2016","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"White","25.11.2016","Drank","2012","White","Dry","Riesling","France"
"Red","24.11.2016","Drank","2010","Red","Dry","Nero di Troia","Italy"
"Red","20.11.2016","Drank","2014","Red","Dry","Grenache Blend","France"
"Red","19.11.2016","Drank","2010","Red","Dry","Corvina","Italy"
"Red","15.11.2016","Drank","2010","Red","Dry","Red Bordeaux Blend","Bulgaria"
"Red","14.11.2016","Drank","2014","Red","Dry","Malbec","Argentina"
"Red","12.11.2016","Drank","2012","Red","Dry","Red Bordeaux Blend","France"
"Red","11.11.2016","Drank","2013","Red","Dry","Sangiovese","Italy"
"White","10.11.2016","Drank","2015","White","Dry","Sauvignon Blanc","New Zealand"
"White","9.11.2016","Drank","2014","White","Dry","Chardonnay Blend","Australia"
"Red","8.11.2016","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"Red","7.11.2016","Drank","2011","Red","Dry","Pinot Noir","Chile"
"Red","6.11.2016","Drank","2013","Red","Dry","Sangiovese","Italy"
"Red","4.11.2016","Drank","2014","Red","Dry","Red Rhone Blend","France"
"Red","4.11.2016","Drank","2012","Red","Dry","Red Rhone Blend","France"
"Red","3.11.2016","Drank","2012","Red","Dry","Syrah","France"
"Red","1.11.2016","Drank","2012","Red","Dry","Nebbiolo","Italy"
"Red","28.10.2016","Drank","2007","Red","Dry","Nebbiolo","Italy"
"Red","27.10.2016","Drank","2013","Red","Dry","Syrah","France"
"Red","25.10.2016","Drank","2014","Red","Dry","Malbec","Argentina"
"Red","22.10.2016","Drank","2010","Red","Dry","Sangiovese","Italy"
"White - Off-dry","20.10.2016","Drank","2014","White","Dry","Riesling","Germany"
"Red","19.10.2016","Drank","2012","Red","Dry","Red Bordeaux Blend","France"
"Red","18.10.2016","Drank","2014","Red","Dry","Grenache Blend","France"
"Red","17.10.2016","Drank","2012","Red","Dry","Barbera","Italy"
"Red","12.10.2016","Drank","2012","Red","Dry","Tempranillo Blend","Spain"
"White","11.10.2016","Drank","2015","White","Dry","Sauvignon Blanc","New Zealand"
"Red","10.10.2016","Drank","2012","Red","Dry","Shiraz","Australia"
"Red","9.10.2016","Drank","2014","Red","Dry","Red Rhone Blend","France"
"Red","5.10.2016","Drank","2012","Red","Dry","Red Bordeaux Blend","France"
"Red","3.10.2016","Drank","2012","Red","Dry","SuperTuscan Blend","Italy"
"Red","2.10.2016","Drank","2010","Red","Dry","Red Bordeaux Blend","France"
"Red","1.10.2016","Drank","2012","Red","Dry","Malbec Blend","Argentina"
"Red","30.9.2016","Drank","2010","Red","Dry","Nebbiolo","Italy"
"Red","29.9.2016","Drank","2012","Red","Dry","Nebbiolo Blend","Italy"
"Red","28.9.2016","Drank","2014","Red","Dry","Nero d'Avola","Italy"
"Red","28.9.2016","Drank family","2010","Red","Dry","Red Bordeaux Blend","France"
"Red","24.9.2016","Drank","2012","Red","Dry","Nebbiolo","Italy"
"Red","23.9.2016","Drank","2013","Red","Dry","Syrah","France"
"Red","22.9.2016","Drank","2014","Red","Dry","Red Rhone Blend","France"
"Red","21.9.2016","Drank","2013","Red","Dry","Malbec","Argentina"
"Red","20.9.2016","Drank","2014","Red","Dry","Dolcetto","Italy"
"White","19.9.2016","Drank","2014","White","Dry","Chardonnay","France"
"Red","18.9.2016","Drank","2012","Red","Dry","Malbec Blend","Argentina"
"White - Sweet/Dessert","17.9.2016","Drank","2010","White","Sweet/Dessert","S�millon-Sauvignon Blanc Blend","France"
"Red","17.9.2016","Drank","2011","Red","Dry","Nebbiolo","Italy"
"Red","15.9.2016","Drank","2013","Red","Dry","Dolcetto","Italy"
"White","14.9.2016","Drank","2014","White","Dry","Chardonnay","Argentina"
"Red","11.9.2016","Drank","2013","Red","Dry","Syrah","France"
"Red","9.9.2016","Drank","2011","Red","Dry","Nebbiolo","Italy"
"Red","7.9.2016","Drank","2013","Red","Dry","Nero d'Avola","Italy"
"Red","6.9.2016","Drank","2013","Red","Dry","Red Blend","Portugal"
"Red","2.9.2016","Drank","2012","Red","Dry","Grenache Blend","Spain"
"Red","1.9.2016","Drank","2013","Red","Dry","Barbera","Italy"
"Red","30.8.2016","Drank","2010","Red","Dry","Red Bordeaux Blend","France"
"Red","29.8.2016","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"Red","28.8.2016","Drank","2011","Red","Dry","Syrah","Chile"
"Red","26.8.2016","Drank","2011","Red","Dry","Nebbiolo","Italy"
"Red","25.8.2016","Drank","2013","Red","Dry","Sangiovese","Italy"
"Red","24.8.2016","Drank","2010","Red","Dry","Red Bordeaux Blend","France"
"White","22.8.2016","Drank","2014","White","Dry","Chardonnay","Argentina"
"Red","21.8.2016","Drank","2013","Red","Dry","SuperTuscan Blend","Italy"
"Red","20.8.2016","Drank","2010","Red","Dry","Red Bordeaux Blend","France"
"Red","19.8.2016","Drank","2013","Red","Dry","Malbec Blend","Argentina"
"Red","18.8.2016","Drank","2014","Red","Dry","Pinot Noir","New Zealand"
"Red","16.8.2016","Drank","2012","Red","Dry","Barbera","Italy"
"Red","13.8.2016","Drank","2011","Red","Dry","Nebbiolo","Italy"
"Red","11.8.2016","Drank","2013","Red","Dry","Nero d'Avola","Italy"
"Red","9.8.2016","Drank","2011","Red","Dry","Tempranillo Blend","Spain"
"Red","8.8.2016","Drank","2013","Red","Dry","Sangiovese","Italy"
"Red","7.8.2016","Drank","2010","Red","Dry","Nebbiolo","Italy"
"White","6.8.2016","Drank","2014","White","Dry","Chardonnay","France"
"Red","5.8.2016","Drank","2012","Red","Dry","Carm�n�re","Chile"
"Red","4.8.2016","Drank","2012","Red","Dry","Syrah","France"
"White","3.8.2016","Drank","2014","White","Dry","Garganega","Italy"
"Red","2.8.2016","Drank","2013","Red","Dry","Malbec","Argentina"
"Red","1.8.2016","Drank","2009","Red","Dry","Sangiovese","Italy"
"Red","29.7.2016","Drank","2012","Red","Dry","Red Bordeaux Blend","France"
"Red","26.7.2016","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"Red","25.7.2016","Drank","2013","Red","Dry","Red Rhone Blend","France"
"Red","14.7.2016","Drank","2012","Red","Dry","Pinot Noir","New Zealand"
"Red","10.7.2016","Drank","2013","Red","Dry","Red Blend","Portugal"
"Red","9.7.2016","Drank","2013","Red","Dry","Syrah","Argentina"
"Red","8.7.2016","Drank","2009","Red","Dry","Red Bordeaux Blend","France"
"White - Off-dry","7.7.2016","Drank","2014","White","Dry","Riesling","Germany"
"Red","6.7.2016","Drank","2012","Red","Dry","Sangiovese","Italy"
"Red","4.7.2016","Drank","2010","Red","Dry","Nebbiolo","Italy"
"Red","27.6.2016","Drank","2012","Red","Dry","Malbec","Argentina"
"Red","26.6.2016","Drank","2011","Red","Dry","Sangiovese Blend","Italy"
"Red","25.6.2016","Drank","2012","Red","Dry","Malbec","Argentina"
"White - Sparkling","25.6.2016","Drank","2014","White","Sparkling","Moscato","Italy"
"White - Sweet/Dessert","25.6.2016","Drank","2010","White","Sweet/Dessert","S�millon-Sauvignon Blanc Blend","France"
"Red","24.6.2016","Drank","2012","Red","Dry","Shiraz","Australia"
"Red","23.6.2016","Drank","2010","Red","Dry","Nebbiolo","Italy"
"Red","22.6.2016","Drank","2012","Red","Dry","Sangiovese Blend","Italy"
"Red","21.6.2016","Drank","2012","Red","Dry","Sangiovese Blend","Italy"
"Red","16.6.2016","Drank","2012","Red","Dry","Red Bordeaux Blend","France"
"Red","15.6.2016","Drank","2012","Red","Dry","Corvina Blend","Italy"
"Red","14.6.2016","Drank","2013","Red","Dry","Corvina Blend","Italy"
"White - Off-dry","14.6.2016","Drank","2014","White","Dry","Riesling","Germany"
"Red","11.6.2016","Drank","2014","Red","Dry","Sangiovese","Italy"
"Red","10.6.2016","Drank","2010","Red","Dry","Nebbiolo","Italy"
"Red","9.6.2016","Drank","2012","Red","Dry","Sangiovese Blend","Italy"
"Red","7.6.2016","Drank","2014","Red","Dry","Pinot Noir","New Zealand"
"Red","6.6.2016","Drank","2013","Red","Dry","Sangiovese","Italy"
"Red","5.6.2016","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"Red","3.6.2016","Drank","2010","Red","Dry","Nebbiolo","Italy"
"Red","2.6.2016","Drank","2009","Red","Dry","Sangiovese Blend","Italy"
"Red","1.6.2016","Drank","2010","Red","Dry","Red Bordeaux Blend","Bulgaria"
"Red","1.6.2016","Drank","2010","Red","Dry","Red Bordeaux Blend","Bulgaria"
"Red","30.5.2016","Drank","2013","Red","Dry","Malbec","Argentina"
"Red","27.5.2016","Drank","2012","Red","Dry","Sangiovese","Italy"
"Red","26.5.2016","Drank","2012","Red","Dry","Syrah","France"
"Red","25.5.2016","Drank","2014","Red","Dry","Nerello Blend","Italy"
"Red","24.5.2016","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"Red","22.5.2016","Drank","2012","Red","Dry","Shiraz","Australia"
"White - Sweet/Dessert","21.5.2016","Drank","2014","White","Sweet/Dessert","Riesling","Germany"
"Red","21.5.2016","Drank","2011","Red","Dry","Red Bordeaux Blend","France"
"Red","20.5.2016","Drank","2011","Red","Dry","Sangiovese Blend","Italy"
"Red","19.5.2016","Drank","2013","Red","Dry","Sangiovese","Italy"
"Red","16.5.2016","Drank","2012","Red","Dry","Syrah","France"
"Red","15.5.2016","Drank","2013","Red","Dry","Red Blend","Italy"
"Red","14.5.2016","Drank","2012","Red","Dry","Shiraz","Australia"
"Red","13.5.2016","Drank","2014","Red","Dry","Nebbiolo","Italy"
"White - Off-dry","11.5.2016","Drank","2013","White","Dry","Riesling","Germany"
"Red","10.5.2016","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"Red","9.5.2016","Drank","2014","Red","Dry","Sangiovese","Italy"
"Red","8.5.2016","Drank","2009","Red","Dry","Sangiovese Blend","Italy"
"Red","6.5.2016","Drank","2012","Red","Dry","Malbec Blend","Argentina"
"Red","5.5.2016","Drank","2013","Red","Dry","Sangiovese Blend","Italy"
"Red","4.5.2016","Drank","2013","Red","Dry","Red Blend","Italy"
"Red","3.5.2016","Drank","2012","Red","Dry","SuperTuscan Blend","Italy"
"Red","2.5.2016","Drank","2012","Red","Dry","Red Bordeaux Blend","France"
"Red","29.4.2016","Drank","2013","Red","Dry","Nebbiolo","Italy"
"Red","28.4.2016","Drank","2011","Red","Dry","SuperTuscan Blend","Italy"
"Red","27.4.2016","Drank","2012","Red","Dry","Red Bordeaux Blend","France"
"Red","26.4.2016","Drank","2013","Red","Dry","Nero d'Avola","Italy"
"Red","25.4.2016","Drank","2014","Red","Dry","Red Blend","Portugal"
"Red","23.4.2016","Drank","2012","Red","Dry","Sangiovese Blend","Italy"
"Red","23.4.2016","Drank","2012","Red","Dry","Sangiovese Blend","Italy"
"Red","17.4.2016","Drank","2009","Red","Dry","Sangiovese Blend","Italy"
"Red","17.4.2016","Drank","2009","Red","Dry","Sangiovese Blend","Italy"
"Red","16.4.2016","Gifted","2012","Red","Dry","Malbec Blend","Argentina"
"Red","14.4.2016","Drank","2012","Red","Dry","Syrah","France"
"Red","13.4.2016","Drank","2013","Red","Dry","Sangiovese","Italy"
"Red","12.4.2016","Drank","2013","Red","Dry","Cabernet Sauvignon","USA"
"Red","11.4.2016","Drank","2010","Red","Dry","Red Bordeaux Blend","France"
"Red","9.4.2016","Drank","2012","Red","Dry","Sangiovese Blend","Italy"
"Red","6.4.2016","Drank","2009","Red","Dry","Red Bordeaux Blend","USA"
"Red","5.4.2016","Drank","2014","Red","Dry","Sangiovese","Italy"
"Red","4.4.2016","Drank","2012","Red","Dry","Cabernet Sauvignon","USA"
"Red","1.4.2016","Drank","2012","Red","Dry","Sangiovese","Italy"
"White","29.3.2016","Drank","2013","White","Dry","Riesling","Germany"
"Red","28.3.2016","Drank","2014","Red","Dry","Sangiovese","Italy"
"Red","26.3.2016","Drank","2012","Red","Dry","Cabernet Sauvignon","USA"
"Red","23.3.2016","Drank","2009","Red","Dry","Sangiovese Blend","Italy"
"Red","22.3.2016","Drank","2012","Red","Dry","Malbec Blend","Argentina"
"Red","20.3.2016","Drank","2013","Red","Dry","Cabernet Sauvignon","USA"
"White","19.3.2016","Drank","2014","White","Dry","Riesling","Germany"
"Red","18.3.2016","Drank","2013","Red","Dry","Syrah","France"
"Red","16.3.2016","Drank","2012","Red","Dry","Cabernet Sauvignon","USA"
"Red","15.3.2016","Drank","2010","Red","Dry","Red Bordeaux Blend","France"
"Red","8.3.2016","Drank","2012","Red","Dry","Syrah","France"
"Red","2.3.2016","Drank","2009","Red","Dry","Sangiovese Blend","Italy"
